headline,title,text
"
Search public records for foreclosure listings.,
Conduct an online search.,
Look for potential auctions with banks and lenders.,
Read your local newspapers.,
Use auction companies and asset managers as resources.,
Utilize government databases.",How to Find Real Estate Auctions1," The County Clerk's office or the County Recorder's office in your city or town will have foreclosure notices in their public listings.


Look for a Notice of Default (NOD) or a Notice of Sale. This will alert you that the property will likely be sold at auction soon.;
, Real estate auction services such as RealityTrac and Foreclosure.com list all of the properties that have been foreclosed and are awaiting auction.


Prepare to pay for access to these listings. Most of these sites will offer you a free trial, but to get regular information or emails, you will need to pay to join the service.

, Large financial institutions often advertise their Bank Real Estate Owned (REO) properties.


Check the lenders' websites. Some of the banks that include information on foreclosures and auctions include Bank of America, Wells Fargo, IndyMac, HSBC, Suntrust and GMAC.

, For a bank to file a foreclosure, a notice must be published in the newspaper. Check the public notice section of your paper or business journal for a list of trustee sales and auctions.

, Some companies help lenders dispose of their assets, in this case, property.


Look for listings on websites, or contact the companies to find out what is available and what auctions might be coming up.

, Homes going into foreclosure that are guaranteed by the government are often sold at auction. You can find those listing through agencies such as Fair Housing Administration (FHA), Veteran's Administration (VA), U.S. Department of Agriculture (USDA) and others.

"
"
Open with explaining the framework of a letter.,
Review examples.,
Break it down.,
Bring it all back together.",How to Teach Letter Writing4," With all your planning complete, it is time to commence teaching. Opening the lesson/s with the basic framework of a letter will enable student to see the skeleton of a letter and then work can commence on filling in the body.


Start by covering the basic bones of a letter, the opening salutations, the introduction to a letter setting the scene on the purposes of the letter.
Then show the body of a letter communicating the intended information
Finally, explain the conclusion, which wraps up the letter.
It is also important to discuss the many varied types of writing a letter possible and which type can be used for which purpose. Also explain how a student can identify the right style of writing to suit the purpose of the letter. This could be an excellent opportunity for a quiz to be inserted on knowing which style of letter is appropriate for a particular occasion.

, Once the skeleton of letter writing has been established with students, demonstrate the application of that framework by using examples of letter writing and identifying in each where each bone of the skeleton is. Show the different styles of writing using sample letters, including famous writers where possible. Using examples will help the theoretical concepts you have just taught to stick in the students' memories.

, Once the examples are completed, break up the concepts and teach them one by one.


Talk about opening salutations and the various material that comes with this. Have students practice writing one or several different types to understand in their own minds what you are speaking about.
Repeat the same structure for the introduction or scene setting opening lines, the body of the letter and the conclusion.

, When you have finished breaking down the different components and covered the vast material on each part of the letter, bring those bones all back together to form a whole. This would be an ideal time to have the student practice writing a whole letter in a context. And, if time permits, repeat the activity in a different context to help students adjust to the various types and times in their lives they will interact with letters.

"
"
Belly Clip.,
Low/High Trace Clip.,
Irish Clip.,
Blanket Clip.,
Hunter Clip.,
Full Clip.",How to Clip Your Horse1," For this clip, you remove the hair from just the underside of the neck and belly. This is common on ponies living out and only ridden on the weekends. Hardy ponies may not need to be rugged with this clip, unless the weather is very bad.;
, Hair is clipped from the underside of the neck and belly up to where the traces would be on a driving pony. As the name suggests, high trace clips remove the coat up to a higher line than the low trace clip. The lower half of the head is also sometimes clipped. The legs are left unclipped. This clip is appropriate for horses who are turned out during the day, and perform moderate work on a regular basis.

, A line is draw from the poll (top of the head) to the belly to make a triangle shape, everything under this is clipped. Often half the head is also clipped. The legs are left unclipped. This is done on horses who perform light work and are turned out during the day.

, This is similar to a trace clip, but the neck is fully clipped and the head is half or full clipped. The legs are left unclipped. This is good for horses that work heavily, as it removes hair where they sweat but leaves enough to keep them warm simultaneously.

, All the hair is removed, except from the legs to give some protection. Some hair is sometimes left on the back in the shape of the saddle, and less often girth, to give protection from saddle rubs. Because most of the hair is removed with this clip, careful watch must be taken to make sure that the horse does not become too cold.

, For this clip, the entire coat is clipped off. This is done on show horses who are heavily involved in competition, to give them a sleek coat that sweat can evaporate off of easily. A full clip should only be done if the horse is not turned out during the winter or at night."
"
In the desktop, move the mouse cursor to the bottom left of the screen and right-click.,
Select Disk Management from the pop-up menu.

,
From the Action drop down menu, select Create VHD.

,
In the Create and Attach Virtual Hard Disk dialogue box you should select where you want the .vhd file to be saved.

,
Choose which format you prefer and how large you want the virtual drive to be.,
A fixed size VHD stays at the same size and behaves just like a physical drive, while a dynamic expanding VHD grows and shrinks as files are added to, or deleted from it.

,
The new disk will now be displayed in the Disk Management window but cannot be used until it has been Initialized.,
Choosing the MBR (Master Boot Record) style is the safest thing to do here.

,
Once initialized, the disk needs to be set up as a simple volume and assigned a drive letter.,
When the Wizard opens, click ""next"" to enter the Specify Volume Size dialogue.,
Next assign it a drive letter and then format it.

,
Navigate to where you saved the VHD file during Step 4 in File Explorer, and double click to mount it.,
Have fun using it!

",How to Create a Virtual Hard Drive in Windows 8,";
,,,, As the instructions in the dialogue say, the VHDX format allows for much larger virtual drive sizes, but you will run into compatibility problems if any other operating than Windows tries to use the file.

,, Right-click on the disk title and select “Initialize Disk”.

,, Right-click on the drive itself in the Disk Management window and select New Simple Volume.

, By default, the volume size is set as the size of the entire virtual disk, but you can choose any smaller size you wish.

,, The virtual disk will now show up in File Explorer (and elsewhere) as a regular hard disk, and can be used just like one.

,"
"
Recognize a runny nose as a viral symptom.,
Consider a viral cause for your cough.,
Notice if you start improving within four days.,
Get tested for Epstein-Barr virus (EBV) if you have constant fatigue.,
Check the roof of your mouth for a rash.,
Feel for tenderness over your spleen.",How to Differentiate Bacterial Tonsillitis and Viral Tonsillitis1," If a virus causes your tonsillitis, you’re more likely to have a runny or stuffy nose. A general feeling of being unwell and a fever can occur with either viral or bacterial infection, but the fever is usually lower if you have a virus – closer to 100.4°F (38°C) than 102°F (38.9°C)., You may have a cough with either cause, but a cough and a husky voice are more commonly associated with viral illness. Coughing and voice changes can be caused by laryngitis, usually a viral ailment that goes along with tonsillitis., Tonsillitis caused by a virus usually goes away or at least begins to improve within three to four days, so if you start to feel better after that time you likely have a passing viral infection. Bacterial tonsillitis can last much longer, or even until medically treated.See your doctor if you see no improvement in symptoms after four days — you may have a bacterial infection requiring antibiotics.
Even viral tonsillitis can last up to two weeks, so a longer illness isn’t a definite sign of a bacterial infection., EBV is the usual cause of mononucleosis, or “mono.” Mono is a common cause of tonsillitis in young adults and teens. Mono can last for weeks, and is often associated with fatigue, sore throat and tonsillitis, fever, swollen lymph nodes in the neck and armpits, and headache.Mono will pass on its own and usually doesn’t require treatment, but you should still get diagnosed. This can be done with a simple blood test.

, Some people with mono also get a pinpoint red, speckled rash on the roof of their mouth. Open wide and look at the top of your mouth in a mirror. Red speckles can indicate mono.Mono can occur with or without a skin rash, too.
While looking in your mouth, also check for a gray membrane covering your tonsils. This is another sign of mono., Gently feel over the area of your spleen — under your ribcage, above your stomach, on the left side of your torso. Your spleen may enlarge if you have mono and feel tender when pressed. Be gentle! A swollen spleen can rupture if handled roughly."
"
Find a story that you like.,
Get screenwriting software.,
Formulate a premise.,
Make an outline.,
Create a character bible.,
Do not ignore the three-act structure.,
Learn the three-act structure.,
Dialogue.,
Description.,
Write out every scene heading on a note card, along with the characters in that scene.,
Write your first draft.,
That is not all.,
Once you have done that, do it again, and again.,
If you are serious about selling your script.",How to Write a Feature Film Script," or, preferably, find a story that you love. This is going to be a process that will seem difficult or insurmountable at times, so it better be about something you don’t mind thinking and/or agonizing about for several months. Research your particular genre, and stay with in the rules of that genre, if you are looking to sell your script. The film industry is always looking for marketability over originality. That's not saying a little originality is a bad thing.;
, Not getting it will only annoy you and potential readers who are used to seeing dialog placed at an exact four inches from either side of the margin. If you can’t afford Movie Magic or Final Draft or Montage, try “Celtx”. Stick three “w’s” and a “.com” to the name and you’re golden. I am starting to use it now. It is pretty much fully functional and adds the option of putting your scripts in an online database for collaboration and sharing. Who knows? Maybe that is the next big thing.

, Write a short sentence (15 words or less) of the fundamental concept which drives the plot. It will help you to identify if your film is too complex and seek feedback.

, It is easy to get lost over the course of one hundred pages. Seek feedback.

, Even more than a plot outline, characters can make or break your story. List the characters and give a complete description of them, physically and characteristics like if they are smart, good and likeable or, as it tends to be these days, if they are dumb, evil and hateful but in a likeable way (see Richard III by W. Shakespeare for ideas) then you have got yourself a movie. If they are the same people you have seen again and again and have been bored with yourself at the movie theater, keep thinking. If your protagonists and antagonists are characters, make sure you list out their flaws. During the course of the story the protagonist overcomes his/her/their flaws and the antagonist flaws becomes his/her/their downfall.

, Yeah, so a lot of established writers have done away with it and done well but that is because they are established writers. Producers are willing to take chances on them because they have made money before. Most movies are written in the format of The Hero's Journey, which there are a number of articles on the web relating to The Hero's Journey. Another good reference is The Writer's Journey by Christopher Vogler and Story by Robert McKee

, If you have no idea what the last step was about…learn it. Here it is, in the briefest of brief forms: ACT I tells us about a world and characters as they are meant to be, and introduces a problem they need to solve. For example, “The Goonies live their lives happily in their little section of the world, until they discover that developers want to turn the goon docks into condominiums, so…” ACT II develops the characters more and deals with the problem. For example, “So, the Goonies enter One-Eyed Willy’s maze and try to get through all the traps in order to…” In ACT III, several things happen, probably the most important being that the hero, early on in this part, gets to a point where he or she is ready to give up. BUT and this is the important part: he or she is somehow given the idea that giving up is not the answer and instead figures out a way to win the day. For example, “Sean Astin, in Goonies, figures out a way to turn One-Eyed Willy’s traps against the villains and instead manages to get enough jewels to save the Goon docks.”

, Dialogue is best written after you have written the rest of the script, this way it makes sure that your story is told visually. Keep dialogue short, simple and make sure it is not on the nose. If you are struggling you could improvise it in a # reheasal.

, Remember each page is roughly equivalent to a minute in film time. Write action and describe how something feels instead of writing description. And finally and most importantly, keep it simple and easy to read.

, This will give you the general flow of the scripts and make it easier to tell where the story is moving.

, Make sure your dialog is very colloquial (characteristic of or appropriate to ordinary or familiar conversation rather than formal speech or writing). An exercise in helping write colloquial is to eavesdrop on someone else's conversation and record it word for word.

, Not even close. Once you have written a first draft, go back and revise the heck out of it. If, at this point, you have written one hundred and twenty pages, then you have probably written at least thirty pages too many. Go back and start cutting things out, simplifying characters, and making it a tighter, easier to read package.

, Until you feel it is finished.

, Send the script away to a respectable script reading service. For a fee, they can send you critical information on what parts of the script need improvements and much more.

"
"
Turn off the power.,
Confirm the space is free.,
Locate the same spot from above or below.,
Cut through the drywall.,
Drill through on the other side.,
Pull the cable through with a fish tape.,
Drop a string from above instead.,
Draw the wire along with a magnet.,
Approach lath and plaster construction with caution.,
Drill through fire blocks.,
Thread wires past insulation.,
Cut through drywall for horizontal fishing.,
Drill through studs or joists as a last resort.,
Seal holes in fire blocks with fire-resistant caulk (recommended).",How to Fish Wires Through Walls," Shut off the electricity to the circuit you are modifying. Double check with a multimeter at the closest outlet where you plan to connect the wires., Check for studs at the location where you want the wire to exit. Confirm there are no cross beams or duct work along the path the wire will take (typically straight up to the attic, or straight down to the basement). Ideally, use a stud finder that can tell the difference between studs, pipes, and other obstacles.Failing that, locate studs with magnets, or knock on the wall listening for hollow sounds.


If there is any uncertainty, drill a small test hole and explore with a bent wire coat hanger.
Avoid locations with another electrical outlet less than two studs away. Stay away from exterior walls, which typically contain braces and insulation., Check the attic, basement, and/or crawlspace to confirm you have a clear path to thread the wire. You can often find a 2 x 4 or larger beam (the top or bottom plate) running along the wall, and measure along it to find the correct spot. If there is no beam, locate the wall using one of these methods:Look for a row of nails in the subfloor, or a pair of joists very close together.Find a feature visible from both sides, such as a vent. Measure from there to the location you chose, then measure the same distance on the other floor.
If all else fails, drill a small test hole from the main floor to the attic or basement. Thread a pipe cleaner or similar object through and locate it on the other side., Return to the main floor and cut out a piece of drywall where the wire will exit:If installing an electrical box, trace the outline onto the drywall to get the exact dimensions. Otherwise, just draw a rectangle.
Drill two holes in opposite corners of the rectangle.
Slowly cut along the outline from one hole to the other, using a manual drywall saw.
If you need to patch the hole afterward, cut at an inward slant and remove in one piece.

, Return to the attic or basement, and drill through the wall plate where you want to guide the wire through. You may encounter nails, so choose a drill bit that won't get damaged by metal.If you're working in a crawlspace, you can use a flex bit drill to drill this hole from several feet away.
Keep the hole at least 1¼"" from the edge of the wood.If this does not allow for a hole large enough to insert your wires, separate the wires and insert them through separate, smaller holes, spaced a reasonable distance apart.

, Carefully extend the fish tape from one opening to the other. Tape the end of the fish tape onto the cable with electrical tape. Retract the fish tape to pull the cable through.


Move slowly to avoid snagging the cable or damaging it due to kinks or friction., If you want to bring the wire up to the attic, tie something to a string and lower it through the hole from above. Once the string reaches the bottom, go down to the lower opening and tie the cable and string together. Pull the string from above to fish the wire through.

, A magnet may be the most effective method for long vertical distances or tricky corners. The key is to place the magnet at the stationary end, so it does not attach itself to a metal object in the middle of your wall:Tape a powerful magnet (such as a rare earth magnet) onto the end of the cable.
Stick the magnet and cable through one opening.
Tie an iron nail or similar object to a fish tape (or a string if the fish tape is not long enough).
Lower the nail on the fish tape through the other opening, until it makes contact with the magnet.
Remove the magnet and attach the cable end to the fish tape using electrical tape.
Retract the fish tape up to thread the cable through.

, Old plaster tends to break off the wooden lath easily, which makes installation much more difficult. If possible, mount electrical boxes next to a joist for a sturdier support.Be prepared to repair the plaster after installation.

, If there are horizontal fire blocks between studs, you have two options:Use a flex bit to drill through the center of the fire block.

Or cut through the drywall at the fire block, and chisel out a notch ¾-inch wide x 1-inch deep (1.9 x 2.5 cm). Cover the notch with a metal nail plate after pulling the cable through.

, If the wall contains insulation, try to fish the wire between the outer paper or plastic cover and the wall. If there is no cover, press the wire against a stud and use it as a guide.While handling fiberglass insulation, wear gloves, eye protection, and a mask that covers your mouth and nose., If there is no way to avoid fishing your wire horizontally, you will likely need to cut through the drywall. A small cut with a penknife is usually enough to let you guide the wire through.In most cases, you will also need to drill through a wall stud as described below.

, If there is no open path for the wire, you may need to drill through wall studs or ceiling joists. Follow these guidelines to avoid causing structural damage:Wall stud: drill through the center of the stud, using a maximum diameter of 60% of the stud's width (40% for load-bearing walls).
Ceiling joist: center the hole vertically, not through the top or bottom 2"" (5 cm). Avoid the ends of the joist as well as the middle third. Maximum diameter is ⅓ of the actual depth of the joist (not the depth as labeled).
Vital support structures: Never drill through ""glue lams"" (laminated support beams), or through supports above doors, windows, or arches.

, Wiring through unprotected holes can allow a fire to spread rapidly between floors of your house. If you drilled through a fire block in your wall, or through fire-resistant flooring material, seal up the holes with fire-resistant caulk or a similar product."
"
Wrap bouquets in gold.,
Choose gold accessories.,
Try on gold shoes.",How to Add Gold to Your Wedding Decor4," You can ask your florist to do this while making your bouquets, or you can do it yourself with gold ribbon and pins. Wrap the stems of your bouquets in gold to add a little sparkle to your flowers and your look while coming down the aisle.If possible, try to talk to your florist in advance to see what your options are for adding gold to your bouquet wrapping. This saves you the hassle of having to redo things later on.

, Add some gold to your look by adding gold accessories. For brides, this could mean gold necklaces, bracelets, earrings, hair clips and pins, and even sashes or belts around the wedding dress. For grooms, this may mean cufflinks, watches, or belts.


You can opt for genuine gold accessories, or for more affordable novelty and costume jewelry that is gold plated or gold colored.
If you are wearing diamonds, pearls, or other stones, look for jewels in a gold setting.

, Gold shoes can add a bit of gold to the outfit for brides, grooms, bridesmaids, and groomsmen. Gold heels or ballet flats work for the more traditional bridal look, while gold sneakers or high tops work for both men and women at unconventional or casual weddings.Search local shoe stores for your gold shoe options, as well as online marketplaces.
You can also dye white cotton or satin shoes a gold color to match the rest of your decor. Canvas shoes can even be painted gold.

"
"
Draw your pony's cutie mark in color on plain paper.

,
Cut it out.

,
Tape the cutie mark to the sides of your pants or on your shirt.",How to Cosplay As a Pony6,",, Double sided tape will help you to keep the tape from being seen.

"
"
Reflect on what happened.,
Beware of assumptions.,
Be prepared to accept responsibility and/or forgive.,
Think about what you want to say in advance.,
Call your friend or ask to meet.,
Write a letter.,
Tap into sincerity.,
Listen to your friend's side.,
Give your friend time to think it over.,
Be patient.,
Talk about things that you'd like to change.,
Make plans.",How to Get a Friend Back," There is most likely a specific reason for the rift in your friendship. Consider the situation as objectively as you can. Does one of you bear a larger portion of involvement?


Even if you feel wronged by your friend, consider the possibility that somewhere along the line you have also hurt them in subtle ways that you weren't aware of.
On the other hand, if you know you're the one who made a mistake, spend some time reflecting on what you did and why, and how you can prevent doing it again.;
, If there seems to be no clear reason for your friend's distance, don't jump to conclusions. It may have nothing to do with you; your friend might have something troubling them., You may want your friend back, but until you're ready to acknowledge your own mistakes and/or forgive your friend theirs, you won't get anywhere.


That said, you may need to have a long talk with your friend before the wounds start to heal. The important thing is to make sure you feel ready and willing to put things back together, rather than nurse a grudge.

, If you feel you need to apologize, be specific about what you're apologizing for. Make sure it's sincere: what are you really sorry about?For example, if you've been ignoring your friend because you're spending all your time with a new love interest, it isn't appropriate to apologize for spending time with this other person. Instead, talk about how you're sorry you haven't been making time for your friend.

, It's probably best to talk in person if you can: body language can communicate a lot more than just your voices and may help avoid misunderstandings. However, if that's not possible, call your friend to talk.


If you ask to meet, try to avoid vague phrases like, ""We need to talk."" These can put your friend on the defensive. Instead, try a more emotionally rooted approach like, ""I miss you,"" or ""I was just hoping we could spend a little time together."", If you're too shy or your friend won't see you, writing a short note can help break down the barrier. Sometimes expressing yourself on paper is easier than in person. Try to be simple and straightforward; at the end, suggest a casual, no-pressure meeting, such as going for coffee or a walk.

, Tell your friend how important they are to you, and that you miss them. While it may be tempting to get this talk over with as soon as possible, cutting corners could work against you. This is the opportunity to wear your heart on your sleeve.


Again, avoid one-liners like, ""Let's bury the hatchet"" - such contrived phrases might put your friend on guard., Again, it's best if you approach the conversation without preconceived notions of how they're feeling or what they're going to say. Keep an open mind, and give them as long as they need to say whatever it is they need to.They may need a cue from you, like ""I'm sure I made you feel pretty awful,"" or ""I'd love to be friends again. Do you think that's possible?""Listen without interrupting, even if what they say triggers certain responses in you.

, You may have been ready to talk things through, but perhaps your friend wasn't quite. Both of you might need time to process what the other has said. You've made a big, important step initiating this talk - now step back a bit so your friend can consider.


This is especially important to keep in mind if you don't receive a positive response at first. In a few weeks or months, your friend may still come around., Your friend may need time, even more time than you expected, to mull things over. Friendships are complex, so don't expect this to mend overnight., If you are both ready to resume your friendship, this transition is a good moment to agree on a few basic things if necessary. This is also a chance for both of you to learn and grow from each other.


For example, maybe you'll agree to be a better listener and your friend will agree not criticize you so much.This doesn't mean, however, that you should make drastic changes to yourself to please your friend. If your friend makes demands you're uncomfortable with, you need to consider whether this is really a healthy friendship based on love and mutual respect.

, When you feel you've both talked everything through and things are on the mend, make a plan to see each other again. Suggesting a fun activity that you used to do together (going for a hike, making dinner, going to a movie) prevents dwelling on the problem and can help get your relationship back on track."
"
Set a specific training goal to work towards.,
Alternate easy and hard runs to build strength rapidly.,
Focus on explosive stride power through plyometrics.,
Aim for one to two sprint workouts a week to gain speed and power.,
Train your abs and core to ensure strong, efficient posture.,
Eat and hydrate like a professional athlete all week, not just the days you're running.,
Review and improve on your training schedule as you get stronger.",How to Improve Your Running1," Having a goal to work for beyond ""be a better runner"" allows you to tailor your workouts for maximum improvement. Whether you want to run your first 5K, make the cross country team, or cut 10 seconds off of your mile time, think about why you really want to improve. You can then plan accordingly.If you want to start racing, or simply want to make running a more regular habit, consider signing up for a local race. This gives you a concrete date and distance to train for.
If you're trying to make a team or be a better runner for sports, look online for common or recommended workouts for your specific activity, adding it to the advice here.
If you're looking to shave precious seconds off your time, know that you'll need to focus a bit more on strength and power training as well as regular running.;
, It is common for runners to push themselves about the same amount each time, running similarly challenging runs and gradually increasing difficulty. Elite runners, however, alternate an easy, resting run with a very challenge one. It is during these difficult runs, when you really push yourself, that your body makes the most significant gains.Don't feel like an easy day is ""cheating."" Rather, it is helping rebuild and relax the muscles needed for your big runs.
Vary your running routes — even running your normal route backward will provide a new challenge., Every time you run hard, you stretch your quads and hamstrings near their breaking point for a split second. Your body reacts by contracting the muscles quickly to give you power and protection. Plyometrics, which focus on quick, explosive movement, train the body to handle this stress and keep you strong and powerful throughout the run. These exercises are great after a light run, too. Twice a week, do at least 30 minutes of:Try:


Box jumps (use both legs, as well as each leg individually)
Shuttle runs
Single leg hops/leaps
Squat leaps — simply do squat without weight, then jump up and to the side instead of coming straight up
Power skips — how high you can get on each leap?, Sprint workouts aren't just about being a faster sprinter -- the high-energy, powerful steps used at your top speed will help train your muscles to better handle stress at any pace.Some training suggestions include:



Interval Running: Jog lightly for five to 10 minutes. Immediately after, sprint for 30 seconds. Jog for 60 seconds, then sprint for another 30, repeating five to six more times. Jog for five to 10 minutes to cool down.

Ladders: This requires a track or other way to do laps. Jog lightly for five to 10 minutes. When done, sprint a lap at almost 90% top speed. Jog a lap to rest and recover. When done, sprint two laps and jog another lap to recover. Keep escalating the sprint laps until you can no longer push yourself, then jog to cool down for five to 10 minutes., Your core helps transfer energy smoothly from your upper half to lower half. Even more importantly, it helps you stay upright and strong when tired, which helps conserve vital energy. Never neglect your core during training. While not directly felt, strong abs and obliques will lead to more efficient, and thus improved, running.



Crunches and sit-ups, either straight or to the sides.

Planks and other ""hold"" exercises are excellent for building posture and stamina.
Abs can be done every day, or you can choose two to three days a week to do harder and more focused workouts., One of the biggest myths in exercise is that you can ""eat whatever you want"" just because you're running a lot. But you can only burn about 30% of the calories you eat through exercise.Furthermore, the types of calories you consume directly impact how successfully you can run. While dieting properly is it's own topic, some things to remember include to:


Prioritize food that comes from seeds, fruits and vegetables, as they come pre-packed with essential nutrients.
Drink water all day, keeping hydrated before you start running. You want to stay ahead of feeling thirsty, not just drinking once you're parched.
Lean towards lean proteins like chicken, fish, and beans instead of fattier red meats and greasier meats like sausage.
Replace ""empty"" snacks like cookies and candies with vegetables, hummus, yogurt, and low-cal alternatives like pretzels or baked chips.
Recognize that big, heavy, and unhealthy meals can take two to three days to get through your body. Plan before big runs or races accordingly., The better you get, the harder you'll need to push yourself. A good benchmark for any training plan is to ask, ""How hard are the last five to 10 minutes?"" You make the greatest gains when you push through difficulties, so make sure your workouts are still challenging you in order to keep improving.


Working with a partner is often a good way to keep challenging yourself and find motivation to keep working.
Give yourself bigger and harder benchmarks. If you feel good, add a mile to your toughest run, or start incorporating more hills instead of flats.

"
"
Opt for a colorful dish soap.,
Fill a Ziploc bag with dish soap.,
Freeze the bag overnight.",How to Make an Ice Gel Pack2," Colorful dish soap is less likely to freeze all the way. It is also harder to mistake colorful dish soap for something edible in the freezer. If you want your gel pack to look like a traditional gel pack, you may want to opt for blue dish soap., You can fill the bag as full as you want it with dish soap. There is no set amount. Simply fill the bag until your ice pack is as big and bulky as you want it.Keep in mind more dish soap can cause a bag to take longer to freeze. If you need your ice pack very soon, opt to use less dish soap.

, Place your bag in the refrigerator. Allow it to freeze overnight. When you take the gel pack out of the fridge, it should be semi-frozen and ready to use on sore areas of your body."
